pc_time_s,idx,teensy_t_us,raw1,raw2,raw3,raw4,raw5,idx_jump,missing_frames
0.431096,433,433000,7,14,4,11,2,1,0
0.432067,434,434000,11,14,6,10,7,1,0
0.433069,435,435000,12,13,5,8,5,1,0
0.434090,436,436000,12,14,6,9,8,1,0
0.449804,437,437000,10,16,6,10,8,1,0
0.450259,438,438000,13,13,7,9,9,1,0
0.450480,439,439000,10,14,6,18,7,1,0
0.450681,440,440000,10,14,7,10,6,1,0
0.450831,441,441000,9,15,7,11,6,1,0
0.450976,442,442000,12,15,6,11,6,1,0
0.451123,443,443000,12,15,5,10,8,1,0
0.451270,444,444000,10,14,5,10,8,1,0
0.451419,445,445000,11,13,5,11,6,1,0
0.451574,446,446000,11,13,6,10,9,1,0
0.451720,447,447000,12,15,6,11,10,1,0
0.451872,448,448000,10,15,7,10,6,1,0
0.452022,449,449000,13,15,10,10,7,1,0
0.452174,450,450000,10,14,6,9,9,1,0
0.452315,451,451000,10,16,6,12,5,1,0
0.452462,452,452000,18,13,7,9,6,1,0
0.452602,453,453000,8,14,4,11,8,1,0
0.452742,454,454000,10,14,8,10,6,1,0
0.453075,455,455000,11,13,5,10,5,1,0
0.454113,456,456000,11,16,6,10,6,1,0
0.455113,457,457000,10,16,7,11,8,1,0
0.456078,458,458000,11,11,7,12,12,1,0
0.457081,459,459000,11,17,5,11,8,1,0
0.458074,460,460000,12,14,7,9,12,1,0
0.459072,461,461000,14,13,7,11,2,1,0
0.460070,462,462000,12,13,5,12,8,1,0
0.461072,463,463000,11,13,6,10,6,1,0
0.462062,464,464000,11,17,5,10,8,1,0
0.463107,465,465000,12,13,7,11,7,1,0
0.464101,466,466000,11,15,6,10,8,1,0
0.465076,467,467000,11,9,6,10,10,1,0
0.466072,468,468000,8,15,7,10,6,1,0
0.467100,469,469000,12,12,6,12,8,1,0
0.468078,470,470000,12,17,5,12,6,1,0
0.469071,471,471000,11,12,5,9,9,1,0
0.470065,472,472000,13,11,3,10,7,1,0
0.471501,473,473000,8,14,6,10,20,1,0
0.472103,474,474000,10,25,6,11,8,1,0
0.473101,475,475000,11,14,6,10,6,1,0
0.474102,476,476000,11,15,5,11,7,1,0
