pc_time_s,idx,teensy_t_us,raw1,raw2,raw3,raw4,raw5,idx_jump,missing_frames,time_s,voltage1,voltage2,voltage3,voltage4,voltage5
0.017284,19,18998,3022,3458,3460,3477,3133,1,0,0.018998,2.4353113553113555,2.7866666666666666,2.788278388278388,2.801978021978022,2.5247619047619048
0.018251,20,19998,2892,3486,3472,3480,3221,1,0,0.019998,2.3305494505494506,2.809230769230769,2.797948717948718,2.804395604395604,2.5956776556776555
0.019267,21,20998,2778,3504,3479,3504,3270,1,0,0.020998,2.238681318681319,2.8237362637362637,2.8035897435897437,2.8237362637362637,2.635164835164835
0.020297000000000003,22,21998,2921,3474,3460,3477,3194,1,0,0.021998,2.3539194139194137,2.7995604395604397,2.788278388278388,2.801978021978022,2.573919413919414
0.021242,23,22998,3106,3421,3440,3444,3048,1,0,0.022998,2.503003663003663,2.756849816849817,2.772161172161172,2.7753846153846156,2.456263736263736
0.02228,24,23998,3193,3386,3427,3422,2922,1,0,0.023998,2.573113553113553,2.7286446886446885,2.7616849816849816,2.7576556776556775,2.3547252747252747
0.023242000000000002,25,24998,3245,3361,3418,3410,2808,1,0,0.024998,2.615018315018315,2.7084981684981684,2.7544322344322345,2.747985347985348,2.262857142857143
0.024236,26,25998,3174,3403,3438,3441,2953,1,0,0.025998,2.557802197802198,2.7423443223443225,2.7705494505494506,2.772967032967033,2.37970695970696
0.025236,27,26998,3020,3458,3461,3475,3134,1,0,0.026998,2.4336996336996335,2.7866666666666666,2.789084249084249,2.8003663003663,2.5255677655677657
0.026269,28,27998,2894,3488,3470,3491,3221,1,0,0.027998,2.332161172161172,2.8108424908424907,2.796336996336996,2.813260073260073,2.5956776556776555
0.02724,29,28998,2778,3505,3478,3502,3271,1,0,0.028998,2.238681318681319,2.8245421245421247,2.8027838827838827,2.8221245421245422,2.635970695970696
0.028272000000000002,30,29998,2919,3474,3460,3478,3194,1,0,0.029998,2.352307692307692,2.7995604395604397,2.788278388278388,2.8027838827838827,2.573919413919414
0.029241,31,30998,3108,3422,3438,3445,3049,1,0,0.030998,2.5046153846153847,2.7576556776556775,2.7705494505494506,2.776190476190476,2.457069597069597
0.030296,32,31998,3196,3385,3428,3422,2919,1,0,0.031998,2.5755311355311354,2.727838827838828,2.7624908424908425,2.7576556776556775,2.352307692307692
0.031258,33,32998,3245,3360,3418,3409,2808,1,0,0.032998,2.615018315018315,2.707692307692308,2.7544322344322345,2.747179487179487,2.262857142857143
0.032243,34,33998,3173,3403,3438,3441,2953,1,0,0.033998,2.556996336996337,2.7423443223443225,2.7705494505494506,2.772967032967033,2.37970695970696
0.033245000000000004,35,34998,3019,3458,3460,3469,3133,1,0,0.034998,2.432893772893773,2.7866666666666666,2.788278388278388,2.7955311355311356,2.5247619047619048
0.034239,36,35998,2892,3486,3469,3493,3221,1,0,0.035998,2.3305494505494506,2.809230769230769,2.7955311355311356,2.8148717948717947,2.5956776556776555
0.035239,37,36998,2778,3504,3477,3504,3270,1,0,0.036998,2.238681318681319,2.8237362637362637,2.801978021978022,2.8237362637362637,2.635164835164835
0.036272,38,37998,2919,3473,3459,3478,3196,1,0,0.037998,2.352307692307692,2.7987545787545787,2.7874725274725276,2.8027838827838827,2.5755311355311354
0.037245,39,38998,3105,3422,3438,3445,3046,1,0,0.038998,2.502197802197802,2.7576556776556775,2.7705494505494506,2.776190476190476,2.4546520146520145
0.038249,40,39998,3194,3386,3427,3424,2924,1,0,0.039998,2.573919413919414,2.7286446886446885,2.7616849816849816,2.759267399267399,2.3563369963369962
0.039233000000000004,41,40998,3244,3361,3419,3410,2808,1,0,0.040998,2.614212454212454,2.7084981684981684,2.755238095238095,2.747985347985348,2.262857142857143
0.040256,42,41998,3174,3403,3438,3440,2953,1,0,0.041998,2.557802197802198,2.7423443223443225,2.7705494505494506,2.772161172161172,2.37970695970696
0.041238000000000004,43,42998,3020,3458,3459,3476,3128,1,0,0.042998,2.4336996336996335,2.7866666666666666,2.7874725274725276,2.801172161172161,2.5207326007326007
0.042235,44,43998,2891,3488,3470,3494,3220,1,0,0.043998,2.3297435897435896,2.8108424908424907,2.796336996336996,2.8156776556776557,2.594871794871795
0.043236000000000004,45,44998,2779,3505,3477,3502,3272,1,0,0.044998,2.2394871794871793,2.8245421245421247,2.801978021978022,2.8221245421245422,2.6367765567765566
0.044231,46,45998,2920,3474,3461,3479,3196,1,0,0.045998,2.353113553113553,2.7995604395604397,2.789084249084249,2.8035897435897437,2.5755311355311354
0.045238,47,46998,3107,3422,3439,3445,3046,1,0,0.046998,2.5038095238095237,2.7576556776556775,2.7713553113553115,2.776190476190476,2.4546520146520145
0.046292,48,47998,3194,3385,3426,3424,2921,1,0,0.047998,2.573919413919414,2.727838827838828,2.760879120879121,2.759267399267399,2.3539194139194137
0.047248,49,48998,3245,3361,3419,3411,2810,1,0,0.048998,2.615018315018315,2.7084981684981684,2.755238095238095,2.748791208791209,2.2644688644688644
0.048234,50,49998,3174,3404,3438,3441,2954,1,0,0.049998,2.557802197802198,2.743150183150183,2.7705494505494506,2.772967032967033,2.3805128205128203
